CV-structure	X_%PULT_Tk	B_%PULT_Tk	B_%APULT_Tk	C_%PULT_Tk	G_%ULT_Tk	G_%PULT_Tk	G_%APULT_Tk	I_%PULT_Tk	I_%APULT_Tk	N_%PULT_Tk	P_%PULT_Tk	R_%PULT_Tk	S_%PULT_Tk	S_%APULT_Tk	S_%PAPULT_Tk	V_%ULT_Tk	V_%PULT_Tk	V_%APULT_Tk	V_%PAPULT_Tk	X_nPULT_Tk	B_nPULT_Tk	B_nAPULT_Tk	C_nPULT_Tk	G_nULT_Tk	G_nPULT_Tk	G_nAPULT_Tk	I_nPULT_Tk	I_nAPULT_Tk	N_nPULT_Tk	P_nPULT_Tk	R_nPULT_Tk	S_nPULT_Tk	S_nAPULT_Tk	S_nPAPULT_Tk	V_nULT_Tk	V_nPULT_Tk	V_nAPULT_Tk	V_nPAPULT_Tk
CVCCVVCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	0	0	100	0	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	2	0	0	0	0	3	0
CVCCVVCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA
CVCCVVCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	33	66.5	0.5	NA	NA	NA	NA	0	10	0	NA	NA	NA	NA	NA	168	0	0	0	66	133	1
CVCCVVCVCVCCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0
CVCCVVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	5	0
CVCCVVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA
CVCCVVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	0	0	3	0	0
CVCCVVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	0	0	0	12	0	0
CVCCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	0	0	0	8	0	0
CVCCVVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	0	0	0	3
CVCCVVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58	0	0	NA	NA	NA	NA
CVCV	100	100	0	100	0	100	0	100	0	100	100	NA	100	0	0	0	100	0	0	3	2640	0	2425	0	2883	0	123	0	50	655	NA	11877	0	0	0	6896	0	0
CVCVCCCV	NA	NA	NA	NA	0	100	0	NA	NA	100	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	39	0	NA	NA	1	NA	NA	367	0	0	0	35	0	0
CVCVCCCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	0	0	0	1	0	0
CVCVCCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.3076923076923	7.69230769230769	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	4	0	0	3	0	0
CVCVCCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.9344262295082	36.0655737704918	0	0	75.8620689655172	24.1379310344828	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	22	0	0	22	7	0
CVCVCCCVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCVCCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	33.3333333333333	50	16.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	0	0	2	3	1
CVCVCCCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	0	0	NA	NA	NA	NA
CVCVCCCVV	NA	100	0	NA	0	100	0	NA	NA	100	NA	NA	100	0	0	0	100	0	0	NA	3	0	NA	0	23	0	NA	NA	3	NA	NA	70	0	0	0	5	0	0
CVCVCCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	0	0	0	7	0	0
CVCVCCCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCVCCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	95	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	19	1	0
CVCVCCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCVCCV	NA	100	0	100	0	95.1503394762367	4.84966052376334	NA	NA	NA	100	NA	99.1068856237396	0.893114376260444	0	0	98.9699955217197	1.03000447828034	0	NA	193	0	11	0	981	50	NA	NA	NA	242	NA	3440	31	0	0	2210	23	0
CVCVCCVCCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	50	50	0	NA	NA	NA	NA	0	10	0	NA	NA	NA	NA	NA	25	0	0	0	1	1	0
CVCVCCVCCV	NA	100	0	100	0	94.0476190476191	5.95238095238095	NA	NA	NA	100	NA	100	0	0	0	69.6078431372549	30.3921568627451	0	NA	186	0	10	0	79	5	NA	NA	NA	21	NA	171	0	0	0	142	62	0
CVCVCCVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CVCVCCVCCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCVCCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	0	3.03030303030303	93.9393939393939	3.03030303030303	NA	NA	NA	NA	0	0	13	NA	NA	NA	NA	NA	22	0	0	0	1	31	1
CVCVCCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCVCCVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCVCCVCCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCVCCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	NA	NA	NA	NA
CVCVCCVCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCVCCVCV	100	14.5833333333333	85.4166666666667	NA	0	28.5714285714286	71.4285714285714	NA	NA	NA	NA	NA	70.3703703703704	29.6296296296296	0	0	54.5454545454545	45.4545454545455	0	4	7	41	NA	0	48	120	NA	NA	NA	NA	NA	380	160	0	0	588	490	0
CVCVCCVCVCCV	NA	100	0	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	0	96.969696969697	3.03030303030303	0	NA	43	0	NA	0	0	1	NA	NA	NA	NA	NA	25	0	0	0	32	1	0
CVCVCCVCVCCVCCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	0	0	3	NA	NA	NA	NA	NA	0	35	0	0	1	0	0
CVCVCCVCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	0	100	0	0	50	50	0	NA	NA	NA	NA	0	0	10	NA	NA	NA	NA	NA	0	13	0	0	8	8	0
CVCVCCVCVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCVCCVCVCV	100	NA	NA	NA	0	45	55	NA	NA	NA	NA	NA	100	0	0	0	64.2533936651584	33.4841628959276	2.26244343891403	2	NA	NA	NA	0	18	22	NA	NA	NA	NA	NA	27	0	0	0	142	74	5
CVCVCCVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	0
CVCVCCVCVV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	53	0	NA	NA	NA	NA	NA	162	0	0	0	10	0	0
CVCVCCVCVVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCVCCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	0	0	NA	NA	NA	NA
CVCVCCVV	NA	100	0	NA	0	100	0	100	0	NA	NA	NA	100	0	0	0	100	0	0	NA	79	0	NA	0	2	0	32	0	NA	NA	NA	540	0	0	0	102	0	0
CVCVCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53	0	0	0	16	0	0
CVCVCCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	0
CVCVCCVVCV	NA	100	0	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	88.477366255144	11.522633744856	0	NA	17	0	NA	0	93	0	NA	NA	NA	NA	NA	35	0	0	0	215	28	0
CVCVCCVVCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCVCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2.32558139534884	97.6744186046512	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	42	0
CVCVCCVVV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	0	9	NA	NA	NA	NA	NA	5	0	0	0	6	0	0
CVCVCCVVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA
CVCVCV	100	36.5891472868217	63.4108527131783	100	0	55.2610114192496	44.7389885807504	100	0	100	NA	NA	68.5402280391842	31.4597719608158	0	0	83.5403726708074	16.4596273291925	0	11	236	409	4	0	1355	1097	1	0	17	NA	NA	4268	1959	0	0	4573	901	0
CVCVCVCC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	0	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	7	NA	NA	NA	NA
CVCVCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	80	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	0	4	1	0
CVCVCVCCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA
CVCVCVCCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0
CVCVCVCCV	NA	100	0	100	0	90.7407407407407	9.25925925925926	NA	NA	NA	NA	NA	92.9006085192698	7.09939148073022	0	0	93.8461538461538	5.84615384615385	0.307692307692308	NA	103	0	1	0	49	5	NA	NA	NA	NA	NA	458	35	0	0	305	19	1
CVCVCVCCVCCV	NA	100	0	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	35.2941176470588	64.7058823529412	0	NA	91	0	NA	0	4	0	NA	NA	NA	NA	NA	9	0	0	0	6	11	0
CVCVCVCCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCVCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	91.6666666666667	8.33333333333333	0	0	17.3913043478261	80.4347826086957	2.17391304347826	NA	NA	NA	NA	0	0	47	NA	NA	NA	NA	NA	11	1	0	0	16	74	2
CVCVCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	0	0	1	0	0
CVCVCVCCVCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	0	50	50	0	NA	NA	NA	NA	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	0	2	2	0
CVCVCVCCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0
CVCVCVCCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	0	0	NA	NA	NA	NA
CVCVCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106	0	0	0	16	0	0
CVCVCVCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCVCVCCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCVCVCCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	90.3846153846154	9.61538461538462	0	NA	NA	NA	NA	0	49	0	NA	NA	NA	NA	NA	8	0	0	0	47	5	0
CVCVCVCV	100	NA	NA	NA	0	84.3700159489633	15.6299840510367	NA	NA	NA	NA	NA	68.8904494382023	31.1095505617978	0	0	56.631708821715	42.0111042566317	1.3571869216533	4	NA	NA	NA	0	529	98	NA	NA	NA	NA	NA	981	443	0	0	918	681	22
